question,q_word,q_pos,root,root_pos,root_lemma,wh_word,wh_head,wh_bigram,wh_pos,wh_head_pos,subj,subj_pos,subj_ner,label
What famous British actor lost his voice after an operation in 1966 ?,,,lost,VBD,lose,what,famous,"['what', 'famous']",WP,JJ,actor,NN,,PERSON
What company makes impulse hardening equipment ?,,,makes,VBZ,make,what,company,"['what', 'company']",WDT,NN,company,NN,,ORG
What country was Kim Philby really working for ?,,,was,VBD,be,what,country,"['what', 'country']",WP,NN,Philby,NNP,PERSON,GPE
What country was Hitler the chancellor of ?,,,was,VBD,be,what,country,"['what', 'country']",WP,NN,country,NN,,GPE
What is Rona Barrett 's married name ?,,,is,VBZ,be,what,be,"['what', 'be']",WP,VBZ,name,NN,,PERSON
How many years make up a lustrum ?,,,make,VBP,make,how,many,"['how', 'many']",WRB,JJ,,,,CARDINAL
Who is the mathematician that won the Noble Prize for Literature in 1950 ?,,,is,VBZ,be,that,win,"['that', 'win']",WDT,VBD,that,WDT,,PERSON
Which glamorous actress is a close friend of Dick Tracy ?,,,is,VBZ,be,which,glamorous,"['which', 'glamorous']",WDT,JJ,actress,NN,,PERSON
What 1956 Grace Metalious novel was on the best-seller list for two years ?,,,was,VBD,be,what,1956,"['what', '1956']",WP,CD,novel,NN,,WORK_OF_ART
Name the three races unleashed by the Celestials in Marvel comics .,,,Name,VB,name,,,[],,,,,,ORG
How old is the Italian artist Maurizio Pellegrin ?,,,is,VBZ,be,how,old,"['how', 'old']",WRB,JJ,Pellegrin,NNP,PERSON,DATE
"What President hit the jogging paths to enhance his athletic image and , sporting No. 39 , almost collapsed during the road race ?",,,hit,VBD,hit,what,President,"['what', 'President']",WP,NNP,President,NNP,,PERSON
What North American city would you visit to see Cleopatra 's Needle ?,,,visit,VB,visit,what,north,"['what', 'north']",WP,JJ,you,PRP,,GPE
When was the NFL established ?,,,established,VBN,establish,when,be,"['when', 'be']",WRB,VBD,,,,DATE
Where can I find an Ask An Expert site ?,,,find,VB,find,where,can,"['where', 'can']",WRB,MD,I,PRP,,LOC
What writer-journalist made his mark describing colorful Broadway and underworld characters ?,,,made,VBD,make,what,writer,"['what', 'writer']",WDT,NN,journalist mark,NN,,PERSON
What U.S. state has the lowest highest elevation at 6 feet ?,,,has,VBZ,have,what,U.S.,"['what', 'U.S.']",WP,NNP,state,NN,,GPE
What are the residents of the island of Lesbos called ?,,,called,VBN,call,what,be,"['what', 'be']",WP,VBP,residents,NNS,,ORG
What baseball great plugged Mr. Coffee ?,,,plugged,VBD,plug,what,baseball,"['what', 'baseball']",WDT,NN,,,,PERSON
Who 's baby was Sweet Pea on the Popeye cartoon ?,,,'s,VBZ,be,who,be,"['who', 'be']",WP,VBZ,Who baby,NN,,PERSON
Where is Mile High Stadium ?,,,is,VBZ,be,where,be,"['where', 'be']",WRB,VBZ,Stadium,NNP,,LOC
What city contains the district of Hell 's Kitchen ?,,,contains,VBZ,contain,what,city,"['what', 'city']",WDT,NN,city,NN,,GPE
"What English physician was born on January 18 , 1779 and went on to create two important inventions ?",,,born,VBN,bear,what,english,"['what', 'english']",WP,JJ,,,,PERSON
"Who did Arthur H. Bremer try to assassinate on May 15 , 1972 ?",,,try,VBP,try,who,do,"['who', 'do']",WP,VBD,Who Bremer,NNP,PERSON,PERSON
How fast must a spacecraft travel to escape Earth 's gravity ?,,,travel,NN,travel,how,fast,"['how', 'fast']",WRB,RB,spacecraft,NN,,QUANTITY
What apostle is Taylor Caldwell 's Great Lion of God ?,,,is,VBZ,be,what,apostle,"['what', 'apostle']",WP,NN,,,,PERSON
How many rings are there on a five-zone archery target ?,,,are,VBP,be,how,many,"['how', 'many']",WRB,JJ,,,,CARDINAL
Which one of the Great Lakes is entirely within U.S. territory ?,,,is,VBZ,be,which,one,"['which', 'one']",WDT,CD,one,CD,CARDINAL,LOC
What company sells the most greeting cards ?,,,sells,VBZ,sell,what,company,"['what', 'company']",WP,NN,company,NN,,ORG
What U.S. state has sagebrush as its state flower ?,,,sagebrush,NN,sagebrush,what,U.S.,"['what', 'U.S.']",WP,NNP,state,NN,,GPE
What 's comic strip photographer Peter Parker 's secret identity ?,,,'s,VBZ,be,what,be,"['what', 'be']",WP,VBZ,What strip,NN,,PERSON
What nationality is Pope John Paul II ?,,,is,VBZ,be,what,nationality,"['what', 'nationality']",WDT,NN,,,,NORP
Where are some great educational resources for parents and teachers ?,,,are,VBP,be,where,be,"['where', 'be']",WRB,VBP,resources,NNS,,LOC
How many Israeli athletes were killed at the Munich Olympics ?,,,killed,VBN,kill,how,many,"['how', 'many']",WRB,JJ,,,,CARDINAL
When was Richard Nixon born ?,,,born,VBD,bear,when,be,"['when', 'be']",WRB,VBD,Nixon,NNP,PERSON,DATE
What New York City landmark has 168 steps to its crown ?,,,has,VBZ,have,what,New,"['what', 'New']",WP,NNP,landmark,NN,,GPE
Where is the Bulls basketball team based ?,,,based,VBN,base,where,be,"['where', 'be']",WRB,VBZ,team,NN,,LOC
What is the recomended age to switch a child from a crib to a bed ?,,,is,VBZ,be,what,be,"['what', 'be']",WP,VBZ,age,NN,,DATE
Which Rockefeller was sometimes called `` JDR3 '' ?,,,called,VBN,call,which,Rockefeller,"['which', 'Rockefeller']",WDT,NNP,,,,PERSON
When is the Sun closest to the Earth ?,,,is,VBZ,be,when,be,"['when', 'be']",WRB,VBZ,,,,DATE
What is the average hours per months spent online by AOL users ?,,,is,VBZ,be,what,be,"['what', 'be']",WP,VBZ,hours,NNS,TIME,QUANTITY
Whom did Friz Freleng add to the Warner Bros. cartoon ranks ?,,,ranks,VBZ,rank,whom,do,"['whom', 'do']",WP,VBD,Freleng,NNP,PERSON,PERSON
The trials resulting from World War II are known as what ?,,,known,VBN,know,what,?,"['what', '?']",WP,.,,,,EVENT
What started in 1849 when gold was discovered at Sutter 's Mill ?,,,started,VBD,start,when,gold,"['when', 'gold']",WRB,NN,What,WP,,EVENT
Who was Shakespeare 's Moorish general ?,,,was,VBD,be,who,be,"['who', 'be']",WP,VBD,,,,PERSON
What 's the second-highest mountain in the world ?,,,'s,VBZ,be,what,be,"['what', 'be']",WP,VBZ,mountain,NN,,LOC
What country was Erich Honecker the leader of ?,,,was,VBD,be,what,country,"['what', 'country']",WP,NN,country,NN,,GPE
"What two Japanese cities are spelled with the letters K , O , O , T and Y ?",,,spelled,VBN,spell,what,two,"['what', 'two']",WP,CD,,,,GPE
Who taught Matt Murdock to use his extraordinary abilities in Marvel comics ?,,,taught,VBD,teach,who,teach,"['who', 'teach']",WP,VBD,Who,WP,,PERSON
Where did Wile E. Coyote always get his devices ?,,,get,VBP,get,where,do,"['where', 'do']",WRB,VBD,Coyote,NNP,PERSON,LOC
How far away is the moon ?,,,is,VBZ,be,how,far,"['how', 'far']",WRB,RB,moon,NN,,QUANTITY
What famous film and TV cowboy lent his name to a fast food chain ?,,,lent,VBD,lend,what,famous,"['what', 'famous']",WP,JJ,cowboy,NN,,PERSON
Who famously rode to warn the people of Massachusetts that the British were coming ?,,,rode,VBD,ride,who,famously,"['who', 'famously']",WP,RB,Who British,NNPS,NORP,PERSON
"Name a movie that the actress , Sandra Bullock , had a role in .",,,Name,VB,name,that,the,"['that', 'the']",WDT,DT,actress,NN,,WORK_OF_ART
Who commanded the French forces at the Battle of Orleans ?,,,commanded,VBD,command,who,command,"['who', 'command']",WP,VBD,Who,WP,,PERSON
Where can an individual get a contact lens tested that burned the entire surface of eye when new ?,,,get,VB,get,when,new,"['when', 'new']",WRB,JJ,individual lens that,WDT,,LOC
What countries does the Mont Blanc Tunnel join ?,,,join,NN,join,what,country,"['what', 'country']",WDT,NNS,Tunnel,NNP,ORG,GPE
What ill-fated craft was captained by Ernst Lehmann ?,,,captained,VBN,captain,what,ill,"['what', 'ill']",WP,RB,,,,PRODUCT
When did Amtrak begin operations ?,,,begin,VB,begin,when,do,"['when', 'do']",WRB,VBD,Amtrak,NNP,ORG,DATE
How many bones are in the human hand ?,,,are,VBP,be,how,many,"['how', 'many']",WRB,JJ,bones,NNS,,CARDINAL
How many chemical elements are there ?,,,are,VBP,be,how,many,"['how', 'many']",WRB,JJ,elements,NNS,,CARDINAL
What eastern state sprouted the first commercial nuclear power plant in the U.S. ?,,,sprouted,VBD,sprout,what,eastern,"['what', 'eastern']",WP,JJ,state,NN,,GPE
What are the three most populated countries in the world ?,,,are,VBP,be,what,be,"['what', 'be']",WP,VBP,countries,NNS,,GPE
Who led the opposition when Konrad Adenauer was Chancellor in Germany ?,,,led,VBD,lead,when,Konrad,"['when', 'Konrad']",WRB,NNP,Who Adenauer,NNP,FAC,PERSON
"What is the current population for these countries : France , Spain , Italy , Greece , Austria , Germany , Switzerland , the Netherlands ?",,,is,VBZ,be,what,be,"['what', 'be']",WP,VBZ,population,NN,,QUANTITY
What is the youngest age a boy or girl can have an orgasm ?,,,is,VBZ,be,what,be,"['what', 'be']",WP,VBZ,age boy,NN,,DATE
What is the brand name of a chemical used to control ripening ?,,,is,VBZ,be,what,be,"['what', 'be']",WP,VBZ,name,NN,,PRODUCT
What is the largest office block in the world ?,,,is,VBZ,be,what,be,"['what', 'be']",WP,VBZ,block,NN,,LOC
Who turned all he touched to gold ?,,,turned,VBD,turn,who,turn,"['who', 'turn']",WP,VBD,Who he,PRP,,PERSON
Who plays shortstop for Charlie Brown 's baseball team ?,,,plays,VBZ,play,who,play,"['who', 'play']",WP,VBZ,Who,WP,,PERSON
What country did the Romans call Hibernia ?,,,call,VB,call,what,country,"['what', 'country']",WP,NN,Romans,NNPS,NORP,GPE
Who was the most famous food editor of The New York Times ?,,,was,VBD,be,who,be,"['who', 'be']",WP,VBD,Who,WP,,PERSON
How many dogs pull a sled in the Iditarod ?,,,pull,VBP,pull,how,many,"['how', 'many']",WRB,JJ,dogs,NNS,,CARDINAL
How long does cocaine stay in your system ?,,,stay,VB,stay,how,long,"['how', 'long']",WRB,RB,cocaine,NN,,TIME
What two countries fought the Hundred Years ' War ?,,,fought,VBD,fight,what,two,"['what', 'two']",WP,CD,countries,NNS,,GPE
Who was the last U.S. president to reinstate Selective Service registration ?,,,was,VBD,be,who,be,"['who', 'be']",WP,VBD,Who,WP,,PERSON
"On which dates does the running of the bulls occur in Pamplona , Spain ?",,,does,VBZ,do,which,date,"['which', 'date']",WDT,VBZ,dates running,NN,,DATE
What was the name of the lawyer who represented Randy Steven Craft ?,,,was,VBD,be,who,represent,"['who', 'represent']",WP,VBD,name who,WP,,PERSON
What actress 's autobiography is titled Shelley : Also Known as Shirley ?,,,titled,VBN,title,what,actress,"['what', 'actress']",WDT,NN,,,,PERSON
How many colors was the 1940s collectible called a Donald Duck Rubber Boat ?,,,was,VBD,be,how,many,"['how', 'many']",WRB,JJ,colors,NNS,,CARDINAL
Who lived on the shores of the Gitchee Gumee River ?,,,lived,VBD,live,who,live,"['who', 'live']",WP,VBD,Who,WP,,PERSON
What country will hit the year 2 first ?,,,hit,VB,hit,what,country,"['what', 'country']",WP,NN,country,NN,,GPE
What war did Johnny Reb and Billy Yank fight ?,,,fight,VB,fight,what,war,"['what', 'war']",WDT,NN,war Reb,NNP,PERSON,EVENT
Who is section manager for guidance and control systems at JPL ?,,,is,VBZ,be,who,be,"['who', 'be']",WP,VBZ,Who,WP,,PERSON
What is Goldfinger 's first name ?,,,is,VBZ,be,what,be,"['what', 'be']",WP,VBZ,name,NN,,PERSON
What square is the geographical center of London ?,,,is,VBZ,be,what,square,"['what', 'square']",WP,NN,,,,LOC
Which of the following famous people does not paint as a hobby ?,,,paint,VB,paint,which,of,"['which', 'of']",WDT,IN,Which,WDT,,PERSON
What is the most populated city in the world ?,,,is,VBZ,be,what,be,"['what', 'be']",WP,VBZ,city,NN,,GPE
How many pitchers occupy the shelf beside the crouching woman in Edgar Degas 's 1886 painting The Tub ?,,,occupy,VBP,occupy,how,many,"['how', 'many']",WRB,JJ,pitchers,NNS,,CARDINAL
What is the cost of the drugs used in tuberculosis treatments ?,,,is,VBZ,be,what,be,"['what', 'be']",WP,VBZ,cost,NN,,MONEY
What famed gangland slaughter cut into the membership of Bugs Moran 's outfit ?,,,cut,VBD,cut,what,fame,"['what', 'fame']",WP,VBD,slaughter,NN,,EVENT
Ray Charles is best known for playing what instrument ?,,,known,VBN,know,what,instrument,"['what', 'instrument']",WDT,NN,,,,PRODUCT
Where did Victor Hugo spend his exile ?,,,spend,VB,spend,where,do,"['where', 'do']",WRB,VBD,Hugo,NNP,PERSON,LOC
What food of the three bears did Goldilocks eat ?,,,eat,VB,eat,what,food,"['what', 'food']",WP,NN,Goldilocks,NNS,,PRODUCT
Who should I call to get a tour of the New York Stock Exchange ?,,,call,VB,call,who,should,"['who', 'should']",WP,MD,I,PRP,,PERSON
How many airline schools are there in the U.S. ?,,,are,VBP,be,how,many,"['how', 'many']",WRB,JJ,schools,NNS,,CARDINAL
"What U.S. general died December 1 , 1945 , when his jeep collided with a truck ?",,,died,VBD,die,when,-PRON-,"['when', '-PRON-']",WRB,PRP$,general jeep,NN,,PERSON
How many major Nazi leaders went on trial after the war at Nuremberg ?,,,went,VBD,go,how,many,"['how', 'many']",WRB,JJ,leaders,NNS,,CARDINAL
What state did Helen Keller call home ?,,,call,VB,call,what,state,"['what', 'state']",WDT,NN,Keller,NNP,PERSON,GPE
What was the name of the director of the movie `` Jaws '' ?,,,was,VBD,be,what,be,"['what', 'be']",WP,VBD,name Jaws,NNP,,PERSON
What year is etched on the Gold Medal of Excellence from the Paris Exposition depicted on a can of Campbell 's tomato soup ?,,,etched,VBN,etch,what,year,"['what', 'year']",WDT,NN,,,,DATE
What country 's royal house is Bourbon-Parma ?,,,is,VBZ,be,what,country,"['what', 'country']",WP,NN,house,NN,,GPE
What film was Jude Law in ?,,,was,VBD,be,what,film,"['what', 'film']",WDT,NN,,,,WORK_OF_ART
Who portrayed W.C. Fields in the film W.C. Fields and Me ?,,,portrayed,VBD,portray,who,portray,"['who', 'portray']",WP,VBD,Who,WP,,PERSON
Which college did Dikembe Mutombo play basketball at ?,,,play,VBP,play,which,college,"['which', 'college']",WDT,NN,Mutombo,NNP,ORG,ORG
How much money does the Sultan of Brunei have ?,,,have,VB,have,how,much,"['how', 'much']",WRB,JJ,money Sultan,NNP,GPE,MONEY
What country would you visit to ski in the Dolomites ?,,,visit,VB,visit,what,country,"['what', 'country']",WP,NN,you,PRP,,GPE
What month 's third weekend is the Monterey Jazz Festival held on ?,,,is,VBZ,be,what,month,"['what', 'month']",WDT,NN,weekend Festival,NNP,ORG,DATE
Who built the first successful stern wheel steamboat ?,,,built,VBD,build,who,build,"['who', 'build']",WP,VBD,Who,WP,,PERSON
Who was Hitler 's minister of propaganda ?,,,was,VBD,be,who,be,"['who', 'be']",WP,VBD,,,,PERSON
Who was the first doctor to successfully transplant a liver ?,,,was,VBD,be,who,be,"['who', 'be']",WP,VBD,Who,WP,,PERSON
What African capital is named for a U.S. president ?,,,named,VBN,name,what,african,"['what', 'african']",WP,JJ,,,,GPE
What is the name of a language spoken by the Sioux ?,,,is,VBZ,be,what,be,"['what', 'be']",WP,VBZ,name,NN,,LANGUAGE
What Mediterranean island is home to the first Club Med ?,,,is,VBZ,be,what,Mediterranean,"['what', 'Mediterranean']",WP,NNP,island,NN,,LOC
Where can you find the Venus flytrap ?,,,find,VB,find,where,can,"['where', 'can']",WRB,MD,you,PRP,,LOC
What is the largest sculpture in the world ?,,,is,VBZ,be,what,be,"['what', 'be']",WP,VBZ,sculpture,NN,,WORK_OF_ART
When was John D. Rockefeller born ?,,,born,VBN,bear,when,be,"['when', 'be']",WRB,VBD,Rockefeller,NNP,PERSON,DATE
What building built in 18 contains 327 miles of book shelves ?,,,contains,VBZ,contain,what,building,"['what', 'building']",WDT,NN,building,NN,,FAC
What William Makepeace Thackeray novel was made into a film by Stanley Kubrick ?,,,made,VBN,make,what,William,"['what', 'William']",WP,NNP,,,,WORK_OF_ART
Who was the lawyer for Randy Steven Craft ?,,,was,VBD,be,who,be,"['who', 'be']",WP,VBD,,,,PERSON
Who is reputed to be the greatest maker of violins ?,,,reputed,VBN,repute,who,be,"['who', 'be']",WP,VBZ,,,,PERSON
What future Soviet dictator was training to be a priest when he got turned on to Marxism ?,,,training,VBG,train,when,-PRON-,"['when', '-PRON-']",WRB,PRP,dictator,NN,,PERSON
How long does James Bond like his eggs boiled ?,,,boiled,VBN,boil,how,long,"['how', 'long']",WRB,RB,Bond eggs,NNS,,TIME
What U.S. city 's skyline boasts the Gateway Arch ?,,,boasts,VBZ,boast,what,U.S.,"['what', 'U.S.']",WP,NNP,skyline,NN,,GPE
Where is Belize located ?,,,located,VBN,locate,where,be,"['where', 'be']",WRB,VBZ,,,,LOC
What did Thomas Paine write ?,,,write,VB,write,what,do,"['what', 'do']",WP,VBD,Paine,NNP,PERSON,WORK_OF_ART
Who sued the Dannon yougurt company for using a character named Ron Raider for promotion ?,,,sued,VBD,sue,who,sue,"['who', 'sue']",WP,VBD,Who,WP,,PERSON
Who was the first jockey to ride two Triple Crown winners ?,,,was,VBD,be,who,be,"['who', 'be']",WP,VBD,,,,PERSON
What Lewis Carroll book introduced Humpty Dumpty to the world ?,,,introduced,VBD,introduce,what,Lewis,"['what', 'Lewis']",WP,NNP,book,NN,,WORK_OF_ART
Who wrote Brave New World ?,,,wrote,VBD,write,who,write,"['who', 'write']",WP,VBD,Who,WP,,PERSON
What state does Charles Robb represent ?,,,represent,VB,represent,what,state,"['what', 'state']",WDT,NN,Robb,NNP,PERSON,GPE
How many people are taller than 7 feet ?,,,are,VBP,be,how,many,"['how', 'many']",WRB,JJ,people,NNS,,CARDINAL
Who wrote Unsafe at Any Speed ?,,,wrote,VBD,write,who,write,"['who', 'write']",WP,VBD,Who,WP,,PERSON
How many islands make up Antigua ?,,,make,VBP,make,how,many,"['how', 'many']",WRB,JJ,islands,NNS,,CARDINAL
"What U.S. state boasts Stone Mountain , the world 's largest mass of exposed granite ?",,,boasts,VBZ,boast,what,U.S.,"['what', 'U.S.']",WP,NNP,state,NN,,GPE
What British commander surrendered to George Washington at Yorktown in 1781 ?,,,surrendered,VBD,surrender,what,british,"['what', 'british']",WP,JJ,commander,NN,,PERSON
"Who created the World Wide Web , WWW ?",,,created,VBD,create,who,create,"['who', 'create']",WP,VBD,Who,WP,,PERSON
What is the name of the president of Garmat U.S.A ?,,,is,VBZ,be,what,be,"['what', 'be']",WP,VBZ,name,NN,,PERSON
"What was the name of the television show , starring Karl Madsen , that had San Francisco in the title ?",,,was,VBD,be,that,have,"['that', 'have']",WDT,VBD,name that,WDT,,WORK_OF_ART
Who were leaders of the Byzantine empire ?,,,were,VBD,be,who,be,"['who', 'be']",WP,VBD,,,,PERSON
Who was the first President to appoint a woman to head a cabinet ?,,,was,VBD,be,who,be,"['who', 'be']",WP,VBD,,,,PERSON
Who built the first pyramid ?,,,built,VBD,build,who,build,"['who', 'build']",WP,VBD,Who,WP,,ORG
What southeast Asian country has the Wang River joining the Ping River at Tak ?,,,has,VBZ,have,what,southeast,"['what', 'southeast']",WDT,JJ,country,NN,,GPE
"What Italian city of 155 were Leonardo da Vinci , Michaelangelo , and Machiavelli all working in ?",,,were,VBD,be,what,italian,"['what', 'italian']",WP,JJ,city,NN,,GPE
Name a French fascist party .,,,Name,VB,name,,,[],,,,,,ORG
Name the French historical period during the reign of Napoleon III .,,,Name,VB,name,,,[],,,,,,EVENT
