question,q_word,q_pos,root,root_pos,root_lemma,wh_word,wh_head,wh_bigram,wh_pos,wh_head_pos,subj,subj_pos,subj_ner,label,o_label
What president kissed the Queen Mother on the lips ?,,,kissed,VBD,kiss,What,president,"['What', 'president']",WP,NOUN,president,NOUN,,HUM:identity,PERSON
Where does the tennis star Stefan Edberg come from ?,,,come,VBP,come,Where,does,"['Where', 'does']",WRB,AUX,star,NOUN,,LOC:other,LOC
What continent pushes up the Executive Committee mountain range ?,,,range,NN,range,What,continent,"['What', 'continent']",WDT,NOUN,,,,LOC:other,LOC
How do they raise the cranes when building high-rise buildings ?,,,raise,VB,raise,when,building,"['when', 'building']",WRB,VERB,they,PRON,,DESC:manner,
"What was Al Capone finally imprisoned for , in 1931 ?",,,imprisoned,VBD,imprison,What,was,"['What', 'was']",WP,AUX,Capone,PROPN,PERSON,DESC:reason,
What food can I use to catch a possum ?,,,use,VB,use,What,food,"['What', 'food']",WDT,NOUN,I,PRON,,ENTY:food,PRODUCT
What was Al Capone 's nickname ?,,,was,VBD,be,What,was,"['What', 'was']",WP,AUX,nickname,NOUN,,HUM:identity,PERSON
Who was the author of the famous fairy tale `` Snow White and Seven Dwarfs '' ?,,,was,VBD,be,Who,was,"['Who', 'was']",WP,AUX,Who,PRON,,HUM:identity,PERSON
What is the largest city in Germany ?,,,is,VBZ,be,What,is,"['What', 'is']",WP,AUX,city,NOUN,,LOC:city,LOC
What is a fear of cholera ?,,,is,VBZ,be,What,is,"['What', 'is']",WP,AUX,What fear,NOUN,,ENTY:disease,
What park contains Firehole River and Fairy Falls ?,,,contains,VBZ,contain,What,park,"['What', 'park']",WDT,NOUN,park,NOUN,,LOC:other,LOC
What 's the largest island in the West Indies ?,,,'s,VBZ,be,What,'s,"['What', ""'s""]",WP,AUX,island,NOUN,,LOC:other,LOC
What New England state carries the telephone area code 27 ?,,,carries,VBZ,carry,What,state,"['What', 'state']",WP,NOUN,state,NOUN,,LOC:state,LOC
What is an example of a natural acid-base indicator ?,,,is,VBZ,be,What,is,"['What', 'is']",WP,AUX,What example,NOUN,,ENTY:other,
In what county is Eckley Colorado ?,,,is,VBZ,be,what,county,"['what', 'county']",WP,NOUN,,,,LOC:other,LOC
How do I find info about rice importers in the world ?,,,find,VB,find,How,do,"['How', 'do']",WRB,AUX,I,PRON,,DESC:manner,
"How much does it cost to have a tree planted by dialing , 900 , 740-TREE ?",,,cost,VB,cost,How,does,"['How', 'does']",WRB,AUX,it,PRON,,NUM:money,MONEY
What is the song Stairway to Heaven by Led Zeppelin about ?,,,is,VBZ,be,What,is,"['What', 'is']",WP,AUX,song,NOUN,,DESC:description,
How does hair curl ?,,,curl,VB,curl,How,does,"['How', 'does']",WRB,AUX,hair,NOUN,,DESC:manner,
What are pushed and coupled in hump yards ?,,,pushed,VBN,push,What,are,"['What', 'are']",WP,AUX,,,,ENTY:other,
How long do hermit crabs live ?,,,live,RB,live,How,do,"['How', 'do']",WRB,AUX,crabs,NOUN,,NUM:period,TIME
What city hosted the first Winter Olympics in Asia ?,,,hosted,VBD,host,What,city,"['What', 'city']",WDT,NOUN,city,NOUN,,LOC:city,LOC
What is the origin of the first name ` Breony ' ?,,,is,VBZ,be,What,is,"['What', 'is']",WP,AUX,origin,NOUN,,DESC:description,
What month were you born in if your birthstone is sardonyx ?,,,born,VBN,bear,What,month,"['What', 'month']",WDT,NOUN,birthstone,NOUN,,NUM:date,DATE
Who is behind the name of the Harvey Wallbanger drink ?,,,is,VBZ,be,Who,is,"['Who', 'is']",WP,AUX,Who,PRON,,HUM:identity,PERSON
What is the origin of `` Beauty is in the eye of the beholder '' ?,,,is,VBZ,be,What,is,"['What', 'is']",WP,AUX,origin Beauty,NOUN,,DESC:description,
"What soft drink not only has its own video game , but was featured in its own Marvel comic book ?",,,has,VBZ,have,What,drink,"['What', 'drink']",WDT,NOUN,drink,NOUN,,ENTY:food,PRODUCT
What oldtime kids ' fare did TV Guide writer Jeff Greenfield call `` one of the most...subversive TV shows in American history '' ?,,,call,NN,call,What,kids,"['What', 'kids']",WDT,NOUN,fare Greenfield,PROPN,PERSON,ENTY:creation,WORK_OF_ART
Madonna advertises for what soft drink ?,,,advertises,VBZ,advertise,what,drink,"['what', 'drink']",WP,NOUN,Madonna,PROPN,PERSON,ENTY:food,PRODUCT
What does A&W of root beer fame stand for ?,,,stand,VBP,stand,What,does,"['What', 'does']",WP,AUX,A&W,PROPN,ORG,ABBR:explanation,
What tennis term is said to come from the French word for egg ?,,,said,VBN,say,What,tennis,"['What', 'tennis']",WP,NOUN,,,,ENTY:term,
What does a collier mine ?,,,mine,NN,mine,What,does,"['What', 'does']",WP,AUX,,,,ENTY:other,
How much money can a person be fined for having a dog on a beach ?,,,fined,VBN,fine,How,money,"['How', 'money']",WRB,NOUN,,,,NUM:money,MONEY
"What desert country borders Saudi Arabia , Iraq and the Persian Gulf ?",,,borders,VBZ,border,What,desert,"['What', 'desert']",WP,NOUN,country,NOUN,,LOC:country,LOC
What are the ages in comic book lingo ?,,,are,VBP,be,What,are,"['What', 'are']",WP,AUX,ages,NOUN,,ENTY:event,EVENT
What kinds of animals are in Cambodia ?,,,are,VBP,be,What,kinds,"['What', 'kinds']",WDT,NOUN,kinds,NOUN,,ENTY:animal,
What South African producer had a 1988 profit of $836 million ?,,,had,VBD,have,What,producer,"['What', 'producer']",WP,NOUN,producer,NOUN,,HUM:organization,ORG
What American actress was the first to be called a `` vamp '' ?,,,was,VBD,be,What,actress,"['What', 'actress']",WP,NOUN,actress,NOUN,,HUM:identity,PERSON
What do the 12 days of Christmas mean ?,,,mean,VB,mean,What,do,"['What', 'do']",WP,AUX,days,NOUN,DATE,DESC:definition,
"What John Steinbeck novel portrays the Joad family , driven from the Oklahoma dustbowl ?",,,portrays,VBZ,portray,What,novel,"['What', 'novel']",WP,NOUN,novel,NOUN,,ENTY:creation,WORK_OF_ART
What date did man first land on the moon ?,,,man,NN,man,What,date,"['What', 'date']",WP,NOUN,,,,NUM:date,DATE
Where are the headquarters of Eli Lilly ?,,,are,VBP,be,Where,are,"['Where', 'are']",WRB,AUX,headquarters,NOUN,,LOC:other,LOC
How many web servers are there ?,,,are,VBP,be,How,web,"['How', 'web']",WRB,NOUN,servers,NOUN,,NUM:count,QUANTITY
What 's the last line of Dickens 's A Christmas Carol ?,,,'s,VBZ,be,What,'s,"['What', ""'s""]",WP,AUX,line,NOUN,,DESC:description,
How many trees go into paper making in a year ?,,,go,VBP,go,How,trees,"['How', 'trees']",WRB,NOUN,trees,NOUN,,NUM:count,QUANTITY
Where can I find info on research being done on oilseeds thru genetics ?,,,find,VB,find,Where,can,"['Where', 'can']",WRB,AUX,I,PRON,,LOC:other,LOC
How come light bulbs go out ?,,,go,VB,go,How,come,"['How', 'come']",WRB,VERB,bulbs,NOUN,,DESC:reason,
For what reason did the Shea & Gould law firm close their L.A. office ?,,,close,VB,close,what,reason,"['what', 'reason']",WDT,NOUN,firm,NOUN,,DESC:reason,
How far out is the universe ?,,,is,VBZ,be,How,is,"['How', 'is']",WRB,AUX,universe,NOUN,,NUM:distance,QUANTITY
What is the difference between a bottle and a jar ?,,,is,VBZ,be,What,is,"['What', 'is']",WP,AUX,difference,NOUN,,DESC:description,
What disease is the second-biggest killer of North Americans ?,,,is,VBZ,be,What,disease,"['What', 'disease']",WP,NOUN,disease,NOUN,,ENTY:disease,
Where did the Mayan Indians live ?,,,live,VBP,live,Where,did,"['Where', 'did']",WRB,AUX,Indians,PROPN,NORP,LOC:other,LOC
Where was Poe born ?,,,born,VBN,bear,Where,was,"['Where', 'was']",WRB,AUX,,,,LOC:other,LOC
What happens to the female body with lack of sleep and food ?,,,happens,VBZ,happen,What,happens,"['What', 'happens']",WP,VERB,What,PRON,,DESC:description,
What is a fear of crystals or glass ?,,,is,VBZ,be,What,is,"['What', 'is']",WP,AUX,What fear,NOUN,,ENTY:disease,
Name a product that controls the ripening of apples .,,,Name,VB,name,that,controls,"['that', 'controls']",WDT,VERB,that,PRON,,ENTY:product,PRODUCT
How many warmup pitches does a reliever get coming into a baseball game ?,,,coming,VBG,come,How,warmup,"['How', 'warmup']",WRB,NOUN,pitches reliever,NOUN,,NUM:count,QUANTITY
Where did Dylan Thomas die ?,,,die,VB,die,Where,did,"['Where', 'did']",WRB,AUX,Thomas,PROPN,PERSON,LOC:other,LOC
What common livestock have the greatest variety of breeds ?,,,have,VBP,have,What,livestock,"['What', 'livestock']",WP,NOUN,livestock,NOUN,,ENTY:animal,
What film had Bette Davis creating a scandal by wearing a daring red gown to a society ball ?,,,had,VBD,have,What,film,"['What', 'film']",WDT,NOUN,film Davis,PROPN,PERSON,ENTY:creation,WORK_OF_ART
What disease did August von Wassermann develop a specific test for in 196 ?,,,develop,VB,develop,What,disease,"['What', 'disease']",WP,NOUN,disease Wassermann,PROPN,PERSON,ENTY:disease,
What card company sells Christmas ornaments ?,,,sells,VBZ,sell,What,card,"['What', 'card']",WP,NOUN,company,NOUN,,HUM:organization,ORG
How do I find out what cities are in a certain area code ?,,,find,VB,find,what,cities,"['what', 'cities']",WP,NOUN,I cities,NOUN,,DESC:manner,
What can communications satellites offer yachts ?,,,offer,VBP,offer,What,can,"['What', 'can']",WP,AUX,What satellites,NOUN,,ENTY:other,
How many Fig Newtons are there to the pound ?,,,are,VBP,be,How,are,"['How', 'are']",WRB,AUX,Newtons,PROPN,,NUM:count,QUANTITY
Who is the premier of China ?,,,is,VBZ,be,Who,is,"['Who', 'is']",WP,AUX,,,,HUM:identity,PERSON
What cigar-chewing comedian observed : `` You 're only as old as the woman you feel '' ?,,,observed,VBD,observe,What,cigar,"['What', 'cigar']",WDT,NOUN,comedian You you,PRON,,HUM:identity,PERSON
How many bones are there in the human hand ?,,,are,VBP,be,How,bones,"['How', 'bones']",WRB,NOUN,bones,NOUN,,NUM:count,QUANTITY
What bread company used to feature stickers of the Cisco Kid on the ends of their packages ?,,,used,VBD,use,What,bread,"['What', 'bread']",WP,NOUN,company,NOUN,,HUM:organization,ORG
Who was the president of Vichy France ?,,,was,VBD,be,Who,was,"['Who', 'was']",WP,AUX,,,,HUM:identity,PERSON
Whose kidnaping was termed The Crime of the Century ?,,,termed,VBN,term,Whose,kidnaping,"['Whose', 'kidnaping']",WP$,NOUN,,,,HUM:identity,PERSON
What is hydrogen ?,,,is,VBZ,be,What,is,"['What', 'is']",WP,AUX,hydrogen,NOUN,,DESC:definition,
What group asked the musical question Do You Believe in Magic ?,,,asked,VBD,ask,What,group,"['What', 'group']",WP,NOUN,group You,PRON,,HUM:organization,ORG
What was the tallest building in America in 1922 ?,,,was,VBD,be,What,was,"['What', 'was']",WP,AUX,building,NOUN,,LOC:other,LOC
What buxom blonde appeared on the cover of more than 5 magazines ?,,,appeared,VBD,appear,What,buxom,"['What', 'buxom']",WP,NOUN,blonde,ADJ,,HUM:identity,PERSON
What is recruitment interview technique ?,,,is,VBZ,be,What,is,"['What', 'is']",WP,AUX,technique,NOUN,,DESC:definition,
How does a hurricane form ?,,,form,NN,form,How,does,"['How', 'does']",WRB,AUX,,,,DESC:manner,
What does the donation process entail ?,,,entail,NN,entail,What,does,"['What', 'does']",WP,AUX,process,NOUN,,DESC:definition,
How far is it from Phoenix to Blythe ?,,,is,VBZ,be,How,is,"['How', 'is']",WRB,AUX,it,PRON,,NUM:distance,QUANTITY
What New Hampshire hamlet rises early to vote first in U.S. presidential elections ?,,,rises,VBZ,rise,What,hamlet,"['What', 'hamlet']",WP,NOUN,hamlet,NOUN,,LOC:city,LOC
How many people watch network television ?,,,watch,VBP,watch,How,people,"['How', 'people']",WRB,NOUN,people,NOUN,,NUM:count,QUANTITY
"What garment was named for Bradley , Voorhees and Day ?",,,named,VBN,name,What,garment,"['What', 'garment']",WDT,NOUN,,,,ENTY:product,PRODUCT
Who first broke the sound barrier ?,,,broke,VBD,break,Who,broke,"['Who', 'broke']",WP,VERB,Who,PRON,,HUM:identity,PERSON
How do birds have sex ?,,,have,VB,have,How,do,"['How', 'do']",WRB,AUX,birds,NOUN,,DESC:manner,
How many horses are there on a polo team ?,,,are,VBP,be,How,horses,"['How', 'horses']",WRB,NOUN,horses,NOUN,,NUM:count,QUANTITY
What 's destroyed in Genesis 19 : 24 ?,,,destroyed,VBN,destroy,What,'s,"['What', ""'s""]",WP,AUX,,,,ENTY:other,
What new year is celebrated on February 16th ?,,,celebrated,VBN,celebrate,What,year,"['What', 'year']",WP,NOUN,,,,ENTY:event,EVENT
What is Occam 's Razor ?,,,is,VBZ,be,What,is,"['What', 'is']",WP,AUX,Razor,PROPN,PERSON,DESC:definition,
Where do the Grimace and Mayor McCheese live ?,,,live,VBP,live,Where,do,"['Where', 'do']",WRB,AUX,Grimace,PROPN,ORG,LOC:other,LOC
How long does it take to hike the entire Appalachian Trail ?,,,take,VB,take,How,does,"['How', 'does']",WRB,AUX,it,PRON,,NUM:period,TIME
What role do fruits play in the survival of plants ?,,,play,VB,play,What,role,"['What', 'role']",WDT,NOUN,fruits,NOUN,,HUM:identity,PERSON
Where is the world championship sled dog race held each February ?,,,held,VBD,hold,Where,is,"['Where', 'is']",WRB,AUX,championship race,NOUN,,LOC:other,LOC
What are the medical purposes of `` clitoridectomy '' ?,,,are,VBP,be,What,are,"['What', 'are']",WP,AUX,purposes,NOUN,,DESC:reason,
How is thalassemia defined ?,,,defined,VBN,define,How,is,"['How', 'is']",WRB,AUX,,,,DESC:definition,
What 's the name of the Tampa newspaper ?,,,'s,VBZ,be,What,'s,"['What', ""'s""]",WP,AUX,name,NOUN,,ENTY:creation,WORK_OF_ART
What is a storm surge ?,,,is,VBZ,be,What,is,"['What', 'is']",WP,AUX,surge,NOUN,,DESC:definition,
How do you use `` farther '' as opposed to `` further '' ?,,,use,VB,use,How,do,"['How', 'do']",WRB,AUX,you,PRON,,DESC:manner,
What was the alternate to VHS ?,,,was,VBD,be,What,was,"['What', 'was']",WP,AUX,alternate,ADJ,,ENTY:other,
What is one of the languages of the Sioux ?,,,is,VBZ,be,What,is,"['What', 'is']",WP,AUX,,,,ENTY:language,LANGUAGE
What Pulitzer Prize-winning novelist ran for mayor of New York City ?,,,ran,VBD,run,What,winning,"['What', 'winning']",WP,VERB,novelist,NOUN,,HUM:identity,PERSON
How many times can a nickel-cadmium rechargeable battery be recharged ?,,,recharged,VBN,recharge,How,times,"['How', 'times']",WRB,NOUN,,,,NUM:count,QUANTITY
How is cologne made ?,,,made,VBN,make,How,is,"['How', 'is']",WRB,AUX,,,,DESC:manner,
What was the food of the Greek gods called ?,,,was,VBD,be,What,was,"['What', 'was']",WP,AUX,food,NOUN,,ENTY:food,PRODUCT
What does camera-ready art mean ?,,,mean,VB,mean,What,does,"['What', 'does']",WP,AUX,art,NOUN,,DESC:definition,
How many seats does the Batmobile sport ?,,,does,VBZ,do,How,seats,"['How', 'seats']",WRB,NOUN,seats,NOUN,,NUM:count,QUANTITY
How many cards are dealt to each player in Gin Rummy ?,,,dealt,VBN,deal,How,cards,"['How', 'cards']",WRB,NOUN,,,,NUM:count,QUANTITY
What happened to Phillip Taylor Kramer ?,,,happened,VBD,happen,What,happened,"['What', 'happened']",WP,VERB,What,PRON,,DESC:description,
What Erica Jong novel deals with Isadora Wing 's fear ?,,,deals,NNS,deal,What,novel,"['What', 'novel']",WP,NOUN,,,,ENTY:creation,WORK_OF_ART
What time of year do most people fly ?,,,fly,VB,fly,What,time,"['What', 'time']",WDT,NOUN,people,NOUN,,NUM:date,DATE
Who was Scrooge 's dead partner in Dickens 's A Christmas Carol ?,,,was,VBD,be,Who,was,"['Who', 'was']",WP,AUX,,,,HUM:identity,PERSON
What is the origin of the Christmas tree ?,,,is,VBZ,be,What,is,"['What', 'is']",WP,AUX,origin,NOUN,,DESC:description,
When is the Thai New Year ?,,,is,VBZ,be,When,is,"['When', 'is']",WRB,AUX,Year,PROPN,EVENT,NUM:date,DATE
What four tournaments make up tennis ' Grand Slam ?,,,make,VBP,make,What,tournaments,"['What', 'tournaments']",WP,NOUN,tournaments,NOUN,,ENTY:sport,
What 1964 film introduced the song My Kind of Town ?,,,introduced,VBD,introduce,What,film,"['What', 'film']",WP,NOUN,film,NOUN,,ENTY:creation,WORK_OF_ART
Who recorded the 1957 hit Tammy ?,,,recorded,VBD,record,Who,recorded,"['Who', 'recorded']",WP,VERB,Who,PRON,,HUM:identity,PERSON
What is the term for the side of the mountain that faces the prevailing winds ?,,,is,VBZ,be,that,faces,"['that', 'faces']",WDT,VERB,term that,PRON,,ENTY:term,
"In Kafka 's Metamorphosis , the hero awakes one morning to find himself turned into what ?",,,awakes,VBZ,awake,what,?,"['what', '?']",WP,PUNCT,hero himself,PRON,,ENTY:other,
What does caliente translate to in English ?,,,translate,VB,translate,What,does,"['What', 'does']",WP,AUX,caliente,PROPN,,ENTY:term,
Who is Mia Farrow 's mother ?,,,is,VBZ,be,Who,is,"['Who', 'is']",WP,AUX,,,,HUM:identity,PERSON
How do you determine if a computer monitor has an SVGA adapter ?,,,determine,VB,determine,How,do,"['How', 'do']",WRB,AUX,you monitor,NOUN,,DESC:manner,
How far can a human eye see ?,,,see,VB,see,How,can,"['How', 'can']",WRB,AUX,eye,NOUN,,NUM:distance,QUANTITY
What time of year has the most air travel ?,,,has,VBZ,have,What,time,"['What', 'time']",WDT,NOUN,time,NOUN,,NUM:date,DATE
What does the term `` spaghetti western '' mean ?,,,mean,VB,mean,What,does,"['What', 'does']",WP,AUX,,,,DESC:definition,
When was the G7 group of nations formed ?,,,formed,VBN,form,When,was,"['When', 'was']",WRB,AUX,group,NOUN,,NUM:date,DATE
What are differences between 1980 and 1990 ?,,,are,VBP,be,What,are,"['What', 'are']",WP,AUX,,,,DESC:description,
What baseball player was walked the most times ?,,,walked,VBN,walk,What,baseball,"['What', 'baseball']",WDT,NOUN,,,,HUM:identity,PERSON
What famous male vocalist has the same name as the composer of the opera Hansel and Gretel ?,,,has,VBZ,have,What,vocalist,"['What', 'vocalist']",WP,NOUN,vocalist,NOUN,,HUM:identity,PERSON
What were the first frozen foods ?,,,were,VBD,be,What,were,"['What', 'were']",WP,AUX,foods,NOUN,,ENTY:food,PRODUCT
Why is Indiglo called Indiglo ?,,,called,VBN,call,Why,is,"['Why', 'is']",WRB,AUX,Indiglo,PROPN,ORG,DESC:reason,
What is the word for love of pain or abuse ?,,,is,VBZ,be,What,is,"['What', 'is']",WP,AUX,word,NOUN,,ENTY:word,
When did they canonize the Bible ?,,,canonize,VB,canonize,When,did,"['When', 'did']",WRB,AUX,they,PRON,,NUM:date,DATE
Who was the only president to serve two nonconsecutive terms ?,,,was,VBD,be,Who,was,"['Who', 'was']",WP,AUX,Who,PRON,,HUM:identity,PERSON
What percentage of all world tornados touch down in the US ?,,,touch,VBP,touch,What,percentage,"['What', 'percentage']",WDT,NOUN,percentage,NOUN,,NUM:percentage,PERCENT
What labor leader was last seen in the parking lot of a Michigan restaurant ?,,,seen,VBN,see,What,labor,"['What', 'labor']",WP,NOUN,,,,HUM:identity,PERSON
When did the Carolingian period begin ?,,,begin,VB,begin,When,did,"['When', 'did']",WRB,AUX,period,NOUN,,NUM:date,DATE
What motto ended Merrie Melodies cartoons ?,,,ended,VBD,end,What,motto,"['What', 'motto']",WP,NOUN,motto,NOUN,,DESC:description,
Who reports the weather on the `` Good Morning America '' television show ?,,,reports,VBZ,report,Who,reports,"['Who', 'reports']",WP,VERB,Who,PRON,,HUM:identity,PERSON
How many emperors were there in the Roman Empire ?,,,were,VBD,be,How,emperors,"['How', 'emperors']",WRB,NOUN,emperors,NOUN,,NUM:count,QUANTITY
What was the name of `` The Muppets '' creator ?,,,was,VBD,be,What,was,"['What', 'was']",WP,AUX,name,NOUN,,HUM:identity,PERSON
What is Cabarnet Sauvignon ?,,,is,VBZ,be,What,is,"['What', 'is']",WP,AUX,Sauvignon,PROPN,,DESC:definition,
What is a virtual IP address ?,,,is,VBZ,be,What,is,"['What', 'is']",WP,AUX,What address,NOUN,,DESC:definition,
What 's the name of the tiger that advertises for Frosted Flakes cereal ?,,,'s,VBZ,be,that,advertises,"['that', 'advertises']",WDT,VERB,name that,PRON,,ENTY:animal,
